"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-01-12",11,26692,28163,24081,589,6606,0,17194,0,294,1311,2006,991,0,-121,-456,988,1397,0,699,0
"2025-01-12",12,26548,27889,23995,645,6606,0,17194,0,293,1092,2006,990,0,-122,-326,988,1397,0,699,0
"2025-01-12",13,27120,28309,24543,750,6606,0,17194,0,293,1324,1974,918,0,-121,-175,983,1397,0,699,0
"2025-01-12",14,27896,28944,25321,855,6606,0,17194,0,294,1239,1966,910,0,-122,-32,982,1397,0,699,0
"2025-01-12",15,28583,29370,25921,908,6606,0,17194,0,65,1520,1390,785,0,-122,0,560,1397,0,699,0
"2025-01-12",16,29199,29923,26544,961,6606,0,17194,0,8,1938,1349,775,0,-116,0,528,1397,0,699,0
"2025-01-12",17,30822,31452,28067,1008,6606,9,17194,0,8,2317,1860,892,0,-22,0,837,1397,0,699,0
"2025-01-12",18,32325,32933,29451,1054,6606,190,17194,0,8,2460,1907,905,0,0,0,860,1397,0,699,0
"2025-01-12",19,33890,34556,30872,1085,6606,726,17194,0,8,2597,1998,983,0,-58,0,941,1397,0,699,0
"2025-01-12",20,34686,35415,31653,1116,6606,1417,17194,0,9,2827,2006,991,1,-120,0,947,1397,0,699,0
"2025-01-12",21,35142,35956,31923,1127,6606,1946,17194,0,9,2717,2006,991,0,-205,0,1004,1397,0,699,0
"2025-01-12",22,35565,36375,32306,1138,6606,2249,17194,0,9,2907,2006,991,0,-201,0,1008,1398,0,699,0
"2025-01-12",23,36073,36830,32760,1136,6606,2567,17194,0,9,3277,2006,991,0,-148,0,1008,1397,0,699,0
"2025-01-12",24,36437,37233,33110,1134,6606,2754,17194,0,9,3471,2006,991,0,-187,0,1008,1397,0,699,0
"2025-01-12",25,37033,37814,33704,1221,6606,2724,17194,0,9,3727,2006,991,0,-172,0,1008,1398,0,699,0
"2025-01-12",26,37444,38190,34065,1307,6606,2740,17194,0,9,4076,2006,991,0,-137,0,1008,1397,0,699,0
"2025-01-12",27,37518,38267,34271,1410,6606,2431,17194,0,14,4090,2005,991,0,-135,0,1007,1397,0,699,0
"2025-01-12",28,37731,38627,34595,1513,6606,1968,17194,0,12,3921,2006,991,0,-284,0,1008,1397,0,699,0
"2025-01-12",29,37965,38830,34801,1588,6606,1538,17194,0,11,3957,2006,991,0,-254,0,987,1397,0,699,0
"2025-01-12",30,38186,39006,35107,1663,6606,999,17194,0,14,4100,2005,992,0,-206,0,986,1397,0,693,0
"2025-01-12",31,38442,39149,35372,1803,6606,547,17194,0,14,4265,2006,992,0,-93,0,892,1397,0,287,0
"2025-01-12",32,39649,40332,36589,1942,6606,150,17194,0,10,4187,2005,992,0,-73,0,885,1397,0,252,0
"2025-01-12",33,40810,41473,37609,2059,6606,2,17194,0,10,4254,2005,992,0,-53,0,954,1397,0,513,0
"2025-01-12",34,41916,42526,38614,2176,6606,0,17194,0,10,4543,2005,992,0,8,0,959,1397,0,539,0
"2025-01-12",35,42716,43389,39357,2273,6606,0,17194,0,10,4690,2004,992,0,-63,0,960,1398,0,490,0
"2025-01-12",36,42670,43370,39399,2369,6606,0,17194,0,11,5124,1995,989,1,-89,0,955,1397,0,482,0
"2025-01-12",37,41802,42415,38701,2515,6606,0,17194,0,9,5230,1318,788,0,-1,-3,269,1397,0,301,0
"2025-01-12",38,41310,41976,38225,2660,6606,0,17194,0,10,5238,1250,763,0,0,-56,213,1397,0,274,0
"2025-01-12",39,39695,40998,36787,2814,6606,0,17194,0,11,5346,732,336,0,63,25,-296,1397,0,-396,0
"2025-01-12",40,38233,39642,35530,2968,6606,0,17194,0,14,5225,681,294,0,69,0,-334,1398,0,-461,0
"2025-01-12",41,36751,38512,34197,3086,6606,0,17194,0,14,5190,94,109,0,81,0,-492,1397,0,-655,0
"2025-01-12",42,35620,37459,33185,3203,6606,0,17194,0,13,5024,44,89,0,36,-50,-503,1397,0,-673,0
"2025-01-12",43,33905,36513,31701,3339,6606,0,17194,0,11,5436,-604,-178,0,169,-11,-628,1397,0,-576,0
"2025-01-12",44,32309,34999,30265,3474,6606,0,17194,0,8,5452,-675,-204,0,175,0,-637,1397,0,-566,0
"2025-01-12",45,30114,32462,28291,3556,6606,0,17194,0,12,5464,-526,-302,0,293,62,-381,1397,0,-527,0
"2025-01-12",46,28313,30620,26586,3638,6606,0,17194,0,17,5336,-512,-308,0,259,187,-359,1397,0,-511,0
"2025-01-12",47,26939,28482,25273,3734,6606,0,17194,0,254,5501,-357,-97,0,291,200,-235,1397,0,234,0
"2025-01-12",48,25597,27235,24052,3829,6606,0,17194,0,385,5332,-350,-77,0,395,175,-226,1397,0,304,0
"2025-01-13",1,25243,27365,23753,3785,6606,0,17194,0,626,5119,-726,-102,0,373,263,-68,1397,0,356,0
"2025-01-13",2,25976,28061,24516,3741,6606,0,17194,0,570,5119,-755,-103,0,399,408,-57,1397,0,363,0
"2025-01-13",3,26207,28194,24772,3821,6606,0,17194,0,892,5178,-253,-69,0,400,364,-173,1397,0,383,0
"2025-01-13",4,25811,27763,24444,3901,6606,0,17194,0,891,5073,-212,-65,0,399,364,-184,1397,0,381,0
"2025-01-13",5,25310,27967,23994,3951,6606,0,17194,0,889,5094,-376,17,0,399,360,-792,1397,0,97,0
"2025-01-13",6,25103,27831,23804,4001,6606,0,17194,0,887,5138,-401,20,0,399,383,-840,1397,0,68,0
"2025-01-13",7,24223,28133,22955,4022,6606,0,17194,0,889,5132,-1120,-231,1,399,329,-1011,1397,0,-59,0
"2025-01-13",8,24021,28048,22786,4042,6606,0,17194,0,876,4975,-1193,-263,0,399,350,-1023,1397,0,-72,0
"2025-01-13",9,23581,28565,22411,4054,6606,0,17194,0,876,4981,-1751,-730,0,399,471,-1024,1397,0,-3,0
"2025-01-13",10,23776,28848,22558,4065,6606,0,17194,0,869,4764,-1801,-777,0,399,482,-1024,1397,0,-1,0
"2025-01-13",11,24050,29694,22734,4088,6606,0,17194,0,867,4729,-2052,-987,0,399,414,-1024,1397,0,-114,0
"2025-01-13",12,24974,30534,23614,4111,6606,0,17194,0,726,4731,-2071,-1007,0,399,411,-1024,1397,0,-132,0
"2025-01-13",13,27609,32909,26062,4179,6606,0,17194,0,56,4559,-2071,-1026,0,399,312,-981,1397,0,-566,0
"2025-01-13",14,30898,36180,29122,4247,6606,0,17194,0,11,4674,-2068,-1018,0,395,168,-978,1397,0,-607,0
"2025-01-13",15,34353,38516,32293,4279,6606,0,17194,0,8,5057,-1533,-421,0,297,27,-911,1397,0,-690,0
"2025-01-13",16,36320,40336,34057,4311,6606,0,17194,0,10,5051,-1441,-366,0,260,23,-905,1397,0,-694,0
"2025-01-13",17,37773,41298,35371,4310,6606,26,17194,0,14,5246,-1286,-446,0,384,154,-735,1397,0,-444,0
"2025-01-13",18,38619,42081,36218,4308,6606,475,17194,0,15,5261,-1272,-442,0,373,125,-723,1397,0,-410,0
"2025-01-13",19,39736,41495,37206,4260,6606,1168,17194,0,12,5042,-621,224,0,237,7,-526,1397,0,249,0
"2025-01-13",20,39578,41206,37016,4211,6606,1724,17194,0,16,5105,-500,287,1,87,0,-512,1397,0,313,0
"2025-01-13",21,39257,40969,36684,4163,6606,2270,17194,0,13,4854,-462,319,0,-34,0,-603,1398,0,416,0
"2025-01-13",22,39118,40878,36510,4114,6606,2404,17194,0,13,5109,-438,323,0,-101,0,-608,1397,0,429,0
"2025-01-13",23,39534,40368,36838,4078,6606,2338,17194,0,10,5201,444,369,0,-124,-18,-82,1397,0,650,0
"2025-01-13",24,39363,40174,36687,4042,6606,2093,17194,0,12,5229,503,374,0,-157,0,-42,1397,0,671,0
"2025-01-13",25,39701,40614,36988,4016,6606,2019,17194,0,11,5217,486,394,0,-238,0,-64,1397,0,645,0
"2025-01-13",26,39956,40943,37320,3990,6606,2105,17194,0,14,5353,491,397,0,-307,0,-66,1397,0,643,0
"2025-01-13",27,39832,41050,37182,3930,6606,1778,17194,0,14,5244,961,451,0,-240,0,-364,1397,0,666,0
"2025-01-13",28,39574,40782,36940,3869,6606,1604,17194,0,14,5246,1001,454,0,-186,-23,-385,1397,0,664,0
"2025-01-13",29,39582,40814,37006,3815,6606,1179,17194,0,12,5273,1001,304,0,-86,0,-534,1397,0,399,0
"2025-01-13",30,39677,41041,37149,3760,6606,747,17194,0,11,5205,968,296,0,-200,-8,-545,1397,0,368,0
"2025-01-13",31,39714,41517,37141,3793,6606,376,17194,0,11,5243,-172,729,0,-230,-104,-686,1397,0,5,0
"2025-01-13",32,40396,42360,37853,3825,6606,109,17194,0,11,5345,-330,767,0,-261,-47,-696,1397,0,-19,0
"2025-01-13",33,41484,43484,38818,3854,6606,4,17194,0,12,4957,-639,623,0,-267,-143,-339,1397,0,612,0
"2025-01-13",34,42666,44744,39901,3882,6606,0,17194,0,8,4938,-659,598,0,-221,-277,-313,1397,0,671,0
"2025-01-13",35,43111,44867,40219,3849,6606,0,17194,0,10,4765,-142,-118,0,-310,-322,-254,1397,0,671,0
"2025-01-13",36,43021,44878,40190,3815,6606,0,17194,0,10,4907,-97,-185,0,-299,-416,-250,1397,0,671,0
"2025-01-13",37,42502,44623,39789,3746,6606,0,17194,0,12,4961,358,-131,0,-259,-390,-729,1397,0,671,0
"2025-01-13",38,41721,43904,39062,3676,6606,0,17194,0,9,4784,408,-128,0,-302,-379,-765,1397,0,671,0
"2025-01-13",39,40698,43150,38193,3576,6606,0,17194,0,7,4930,255,-279,0,-262,-395,-909,1397,0,671,0
"2025-01-13",40,39486,42029,37086,3475,6606,0,17194,0,13,4880,222,-295,0,-305,-410,-920,1397,0,671,0
"2025-01-13",41,38548,42016,36141,3438,6606,0,17194,0,6,4988,-749,-457,0,-323,-519,-814,1397,0,671,0
"2025-01-13",42,37123,40781,34779,3400,6606,0,17194,0,13,4836,-874,-478,0,-391,-495,-807,1397,0,671,0
"2025-01-13",43,35062,39435,32876,3331,6606,0,17194,0,12,4851,-970,-851,0,-450,-530,-960,1397,0,671,0
"2025-01-13",44,33147,37571,31146,3261,6606,0,17194,0,8,4898,-979,-883,0,-451,-531,-972,1397,0,671,0
"2025-01-13",45,31050,35048,29192,3196,6606,0,17194,0,7,4952,-964,-692,1,-396,-520,-819,1397,0,671,0
"2025-01-13",46,29093,32962,27387,3131,6606,0,17194,0,7,4907,-969,-679,0,-374,-432,-808,1397,0,671,0
"2025-01-13",47,27725,32331,25976,3096,6606,0,17194,0,7,4821,-1509,-997,0,-304,-316,-873,1397,0,671,0
"2025-01-13",48,26586,31059,24928,3061,6606,0,17194,0,8,4817,-1557,-1027,1,-243,-163,-875,1397,0,671,0
"2025-01-14",1,26691,30564,25088,3050,6606,0,17194,0,120,4813,-1560,-1028,0,-278,-25,-262,1398,0,671,0
"2025-01-14",2,27025,31083,25470,3039,6606,0,17194,0,369,4842,-1560,-1027,0,-278,-10,-214,1397,0,671,0
"2025-01-14",3,26793,31416,25314,3020,6606,0,17194,0,809,4834,-1562,-1027,0,-278,-133,-214,1397,0,671,0
"2025-01-14",4,26303,31099,24796,3000,6606,0,17194,0,833,4928,-1561,-1026,0,-278,-285,-213,1397,0,671,0
"2025-01-14",5,25869,30898,24355,2953,6606,0,17194,0,873,4915,-1559,-949,0,-278,-436,-334,1397,0,671,0
"2025-01-14",6,25436,30466,23962,2905,6606,0,17194,0,884,4805,-1559,-942,0,-278,-424,-343,1397,0,671,0
"2025-01-14",7,25030,30459,23555,2897,6606,0,17194,0,884,4729,-1559,-966,0,-278,-414,-728,1397,0,671,0
"2025-01-14",8,24559,29950,23206,2888,6606,0,17194,0,870,4601,-1559,-969,0,-278,-359,-756,1397,0,671,0
"2025-01-14",9,24257,29766,22942,2804,6606,0,17194,0,858,4585,-1558,-1022,0,-278,-290,-903,1397,0,671,0
"2025-01-14",10,24149,29565,22796,2719,6606,0,17194,0,807,4746,-1558,-1027,0,-278,-232,-914,1397,0,671,0
"2025-01-14",11,24783,29665,23419,2668,6606,0,17194,0,257,4763,-1559,-1027,1,-278,-145,-1016,1397,0,671,0
"2025-01-14",12,25899,30546,24353,2616,6606,0,17194,0,11,4527,-1559,-1027,0,-284,-142,-1024,1397,0,671,0
"2025-01-14",13,28628,33382,26841,2512,6606,0,17194,0,9,4545,-1559,-1026,1,-356,-180,-1024,1397,0,671,0
"2025-01-14",14,31850,36849,29761,2408,6606,0,17194,0,9,4226,-1560,-1026,1,-449,-331,-1024,1397,0,671,0
"2025-01-14",15,35221,39980,32771,2388,6606,0,17194,0,9,4109,-1560,-1026,0,-450,-475,-639,1397,0,671,0
"2025-01-14",16,37110,41882,34444,2367,6606,0,17194,0,7,4065,-1560,-1016,1,-450,-528,-611,1397,0,671,0
"2025-01-14",17,38196,42024,35461,2317,6606,9,17194,0,8,3817,-1558,-406,1,-451,-528,-277,1397,0,671,0
"2025-01-14",18,38457,42197,35694,2267,6606,238,17194,0,7,3580,-1554,-346,1,-452,-528,-253,1397,0,671,0
"2025-01-14",19,39202,41884,36309,2184,6606,845,17194,0,7,3576,-948,-130,0,-452,-528,-17,1397,0,671,0
"2025-01-14",20,39114,41713,36149,2100,6606,1523,17194,0,8,3329,-898,-113,0,-451,-529,0,1397,0,671,0
"2025-01-14",21,38997,41576,36062,1958,6606,1947,17194,0,8,3294,-666,-326,0,-451,-528,366,1397,0,671,0
"2025-01-14",22,38689,41266,35744,1815,6606,2629,17194,0,8,3266,-646,-343,0,-451,-529,392,1397,0,671,0
"2025-01-14",23,38436,40513,35487,1652,6606,2816,17194,0,8,3078,-344,-145,0,-452,-528,475,1397,0,671,0
"2025-01-14",24,37965,39989,34990,1489,6606,2937,17194,0,8,2634,-315,-122,1,-451,-528,482,1397,0,671,0
"2025-01-14",25,38097,39685,35054,1408,6606,3001,17194,0,8,2466,129,148,1,-452,-528,654,1397,0,671,0
"2025-01-14",26,37776,39363,34672,1326,6606,2949,17194,0,8,2544,188,174,0,-451,-528,666,1397,0,671,0
"2025-01-14",27,37606,39193,34527,1297,6606,2684,17194,0,8,2290,772,213,0,-451,-528,288,1397,0,671,0
"2025-01-14",28,37688,39275,34553,1267,6606,2110,17194,0,8,2503,840,216,0,-451,-528,260,1397,0,662,0
"2025-01-14",29,37737,39325,34599,1221,6606,1625,17194,0,8,2285,717,194,1,-451,-529,476,1397,0,59,0
"2025-01-14",30,38000,39592,34816,1174,6606,1135,17194,0,13,2190,701,192,1,-451,-528,491,1397,0,10,0
"2025-01-14",31,38073,39666,34910,1229,6606,485,17194,0,15,2360,349,190,0,-451,-527,34,1397,0,637,0
"2025-01-14",32,39316,40908,36028,1283,6606,127,17194,0,12,2719,320,191,1,-452,-528,0,1397,0,696,0
"2025-01-14",33,40824,42410,37376,1316,6606,5,17194,0,5,2740,617,277,0,-452,-529,115,1397,0,696,0
"2025-01-14",34,41885,43467,38324,1348,6606,0,17194,0,3,2722,640,288,0,-451,-528,123,1397,0,696,0
"2025-01-14",35,42274,43859,38688,1350,6606,0,17194,0,5,2548,518,484,0,-452,-528,57,1397,0,696,0
"2025-01-14",36,42759,44343,39033,1351,6606,0,17194,0,4,2711,508,501,0,-452,-528,52,1397,0,696,0
"2025-01-14",37,42134,43688,38633,1410,6606,0,17194,0,1,3139,449,384,1,-448,-505,72,1397,0,696,0
"2025-01-14",38,41407,42810,37983,1469,6606,0,17194,0,3,3067,437,375,1,-431,-369,73,1397,0,696,0
"2025-01-14",39,40023,41376,36735,1532,6606,0,17194,0,8,2870,-66,470,0,-451,-228,97,1397,0,696,0
"2025-01-14",40,39028,40399,35815,1594,6606,0,17194,0,10,3031,-132,472,0,-451,-178,99,1397,0,696,0
"2025-01-14",41,38053,39601,34767,1664,6606,0,17194,0,12,3327,-452,50,1,-418,-66,204,1397,0,696,0
"2025-01-14",42,36991,38437,33837,1733,6606,0,17194,0,10,3544,-485,1,1,-276,-75,211,1397,0,696,0
"2025-01-14",43,35051,37456,32036,1733,6606,0,17194,0,13,3798,-1003,-657,1,-132,9,14,1397,0,696,0
"2025-01-14",44,33240,35807,30427,1733,6606,0,17194,0,8,3799,-1048,-720,1,-191,0,0,1397,0,696,0
"2025-01-14",45,31402,34176,28732,1732,6606,0,17194,0,8,3807,-1048,-793,1,-234,-48,-43,1397,0,696,0
"2025-01-14",46,29661,32557,27233,1731,6606,0,17194,0,8,3730,-1048,-803,1,-373,-10,-54,1397,0,696,0
"2025-01-14",47,27498,31381,25308,1785,6606,0,17194,0,8,3585,-1047,-1007,1,-387,0,-834,1397,0,696,0
"2025-01-14",48,26578,30413,24396,1839,6606,0,17194,0,8,3774,-1047,-1026,0,-253,0,-901,1397,0,696,0
"2025-01-15",1,26520,30345,24423,1862,6606,0,17194,0,8,3904,-1047,-957,1,-203,0,-1010,1397,0,696,0
"2025-01-15",2,26971,30689,24848,1885,6606,0,17194,0,8,4163,-1047,-951,1,-84,-10,-1018,1397,0,696,0
"2025-01-15",3,26529,30559,24472,1850,6606,0,17194,0,57,4037,-1047,-1020,1,-178,-106,-1022,1397,0,696,0
"2025-01-15",4,25826,30144,23870,1815,6606,0,17194,0,319,3984,-1047,-1026,0,-281,-22,-1023,1397,0,696,0
"2025-01-15",5,25202,29973,23298,1780,6606,0,17194,0,834,4070,-1047,-984,1,-287,0,-1019,1397,0,696,0
"2025-01-15",6,24920,29730,22990,1745,6606,0,17194,0,877,3995,-1047,-980,1,-287,0,-1019,1397,0,696,0
"2025-01-15",7,24590,29432,22612,1775,6606,0,17194,0,881,3997,-1047,-1005,0,-287,0,-1022,1397,0,696,0
"2025-01-15",8,24125,28953,22053,1804,6606,0,17194,0,864,4218,-1047,-1007,1,-287,0,-1023,1397,0,696,0
"2025-01-15",9,23728,28581,21703,1781,6606,0,17194,0,856,4178,-1047,-1025,1,-312,-9,-1004,1397,0,657,0
"2025-01-15",10,23721,28634,21693,1757,6606,0,17194,0,848,4357,-1047,-1027,0,-285,-104,-1002,1389,0,617,0
"2025-01-15",11,24337,29028,22237,1751,6606,0,17194,0,358,4500,-1047,-1026,0,-146,-21,-1021,1255,0,-472,0
"2025-01-15",12,25397,29961,23338,1744,6606,0,17194,0,103,4328,-1047,-1020,0,-174,0,-1023,1212,0,-597,0
"2025-01-15",13,28132,32111,25866,1734,6606,0,17194,0,9,4423,-1046,-647,0,-57,0,-1023,843,0,-597,0
"2025-01-15",14,30773,34652,28292,1724,6606,0,17194,0,9,4496,-1046,-618,0,48,0,-1008,764,0,-598,0
"2025-01-15",15,33898,37313,31117,1708,6606,0,17194,0,9,4572,-1048,-992,1,195,56,-84,393,0,-682,0
"2025-01-15",16,35706,39077,32650,1691,6606,0,17194,0,9,4774,-1049,-1022,0,263,14,0,361,0,-691,0
"2025-01-15",17,36708,39765,33539,1616,6606,1,17194,0,8,4609,-1049,-695,1,285,0,-14,732,0,-691,0
"2025-01-15",18,37016,39960,33921,1541,6606,88,17194,0,11,4326,-963,-650,0,277,0,-29,802,0,-691,0
"2025-01-15",19,37814,40057,34863,1567,6606,367,17194,0,13,4062,581,260,0,135,0,-939,1029,0,-691,0
"2025-01-15",20,37903,40227,35041,1592,6606,812,17194,0,10,3972,832,342,1,85,0,-1023,1065,0,-691,0
"2025-01-15",21,37826,39803,34921,1600,6606,1444,17194,0,9,4176,410,206,0,220,0,-677,1082,0,-691,0
"2025-01-15",22,37540,39493,34608,1607,6606,1923,17194,0,10,4183,375,191,0,204,0,-652,1085,0,-691,0
"2025-01-15",23,37162,38934,34237,1567,6606,2434,17194,0,10,4230,409,63,0,328,63,-471,1093,0,-691,0
"2025-01-15",24,36656,38416,33727,1526,6606,2906,17194,0,10,4240,413,49,1,399,91,-459,1096,0,-691,0
"2025-01-15",25,36352,38680,33380,1536,6606,3302,17194,0,10,4236,303,-92,1,399,98,-935,1135,0,-691,0
"2025-01-15",26,36058,38432,33013,1546,6606,3478,17194,0,10,4306,206,-102,0,399,29,-971,1141,0,-691,0
"2025-01-15",27,35740,38015,32764,1502,6606,3444,17194,0,10,4303,251,94,1,360,0,-971,1144,0,-694,0
"2025-01-15",28,35569,37844,32543,1457,6606,3173,17194,0,9,4311,255,114,1,350,0,-971,1145,0,-695,0
"2025-01-15",29,35735,37998,32762,1480,6606,2716,17194,0,9,4308,269,257,1,204,0,-959,1145,0,-695,0
"2025-01-15",30,35970,38231,33003,1503,6606,2055,17194,0,9,4359,273,273,0,86,0,-957,1138,0,-695,0
"2025-01-15",31,36244,38448,33309,1631,6606,1206,17194,0,9,4292,586,462,0,-26,-27,-847,1030,0,-695,0
"2025-01-15",32,37452,39759,34435,1759,6606,382,17194,0,9,4280,611,477,1,-164,0,-839,1019,0,-695,0
"2025-01-15",33,38693,41274,35424,1822,6606,23,17194,0,11,4496,323,276,0,-265,0,-1010,1096,0,-695,0
"2025-01-15",34,40021,42695,36684,1884,6606,0,17194,0,4,4550,297,254,0,-352,0,-1023,1120,0,-695,0
"2025-01-15",35,40986,43570,37505,1892,6606,0,17194,0,0,4407,146,44,0,-411,0,-878,1319,0,-695,0
"2025-01-15",36,41196,43813,37692,1899,6606,0,17194,0,5,4427,130,26,0,-450,0,-868,1358,0,-694,0
"2025-01-15",37,40959,43235,37529,1884,6606,0,17194,0,4,4619,151,140,0,-397,0,-670,1393,0,-605,0
"2025-01-15",38,40167,42321,36868,1869,6606,0,17194,0,1,4390,151,146,1,-307,0,-655,1397,0,-591,0
"2025-01-15",39,38991,40504,35863,1828,6606,0,17194,0,0,4146,21,-155,0,-340,0,-232,1397,0,-186,0
"2025-01-15",40,38053,39414,34915,1786,6606,0,17194,0,4,4174,19,-177,0,-233,0,-206,1398,0,-141,0
"2025-01-15",41,37500,39198,34331,1724,6606,0,17194,0,4,4236,492,255,0,-199,0,-895,844,0,264,0
"2025-01-15",42,36282,37920,33091,1661,6606,0,17194,0,7,4435,486,286,0,-52,-31,-946,-2,0,301,0
"2025-01-15",43,34522,36630,31419,1606,6606,0,17194,0,8,4507,-835,-405,1,63,54,-260,55,0,77,0
"2025-01-15",44,33451,35777,30585,1551,6606,0,17194,0,12,4477,-1036,-474,0,209,13,-204,1071,0,60,0
"2025-01-15",45,31621,34229,28938,1531,6606,0,17194,0,8,4344,-1036,-782,0,264,0,-182,1397,0,444,0
"2025-01-15",46,29848,32483,27268,1510,6606,0,17194,0,11,4366,-1032,-811,0,239,0,-181,1392,0,479,0
"2025-01-15",47,27711,30479,25280,1559,6606,0,17194,0,11,4309,-577,-854,0,159,-59,-667,1309,0,401,0
"2025-01-15",48,26614,29508,24285,1607,6606,0,17194,0,11,4262,-531,-849,0,10,-199,-704,1296,0,394,0
