"DATE_GMT","TIME_GMT","SETTLEMENT_DATE","SETTLEMENT_PERIOD","EMBEDDED_WIND_FORECAST","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_FORECAST","EMBEDDED_SOLAR_CAPACITY"
"2025-02-21T00:00:00","12:30","2025-02-21T00:00:00",25,3774,6606,3333,18735
"2025-02-21T00:00:00","13:00","2025-02-21T00:00:00",26,3802,6606,3296,18735
"2025-02-21T00:00:00","13:30","2025-02-21T00:00:00",27,3802,6606,3173,18735
"2025-02-21T00:00:00","14:00","2025-02-21T00:00:00",28,3823,6606,2938,18735
"2025-02-21T00:00:00","14:30","2025-02-21T00:00:00",29,3823,6606,2571,18735
"2025-02-21T00:00:00","15:00","2025-02-21T00:00:00",30,3834,6606,2128,18735
"2025-02-21T00:00:00","15:30","2025-02-21T00:00:00",31,3834,6606,1661,18735
"2025-02-21T00:00:00","16:00","2025-02-21T00:00:00",32,3836,6606,1153,18735
"2025-02-21T00:00:00","16:30","2025-02-21T00:00:00",33,3836,6606,610,18735
"2025-02-21T00:00:00","17:00","2025-02-21T00:00:00",34,3829,6606,186,18735
"2025-02-21T00:00:00","17:30","2025-02-21T00:00:00",35,3829,6606,17,18735
"2025-02-21T00:00:00","18:00","2025-02-21T00:00:00",36,3816,6606,0,18735
"2025-02-21T00:00:00","18:30","2025-02-21T00:00:00",37,3816,6606,0,18735
"2025-02-21T00:00:00","19:00","2025-02-21T00:00:00",38,3808,6606,0,18735
"2025-02-21T00:00:00","19:30","2025-02-21T00:00:00",39,3808,6606,0,18735
"2025-02-21T00:00:00","20:00","2025-02-21T00:00:00",40,3792,6606,0,18735
"2025-02-21T00:00:00","20:30","2025-02-21T00:00:00",41,3792,6606,0,18735
"2025-02-21T00:00:00","21:00","2025-02-21T00:00:00",42,3766,6606,0,18735
"2025-02-21T00:00:00","21:30","2025-02-21T00:00:00",43,3766,6606,0,18735
"2025-02-21T00:00:00","22:00","2025-02-21T00:00:00",44,3735,6606,0,18735
"2025-02-21T00:00:00","22:30","2025-02-21T00:00:00",45,3735,6606,0,18735
"2025-02-21T00:00:00","23:00","2025-02-21T00:00:00",46,3699,6606,0,18735
"2025-02-21T00:00:00","23:30","2025-02-21T00:00:00",47,3699,6606,0,18735
"2025-02-22T00:00:00","00:00","2025-02-21T00:00:00",48,3661,6606,0,18735
"2025-02-22T00:00:00","00:30","2025-02-22T00:00:00",1,3661,6606,0,18736
"2025-02-22T00:00:00","01:00","2025-02-22T00:00:00",2,3631,6606,0,18736
"2025-02-22T00:00:00","01:30","2025-02-22T00:00:00",3,3631,6606,0,18736
"2025-02-22T00:00:00","02:00","2025-02-22T00:00:00",4,3596,6606,0,18736
"2025-02-22T00:00:00","02:30","2025-02-22T00:00:00",5,3596,6606,0,18736
"2025-02-22T00:00:00","03:00","2025-02-22T00:00:00",6,3556,6606,0,18736
"2025-02-22T00:00:00","03:30","2025-02-22T00:00:00",7,3556,6606,0,18736
"2025-02-22T00:00:00","04:00","2025-02-22T00:00:00",8,3513,6606,0,18736
"2025-02-22T00:00:00","04:30","2025-02-22T00:00:00",9,3513,6606,0,18736
"2025-02-22T00:00:00","05:00","2025-02-22T00:00:00",10,3467,6606,0,18736
"2025-02-22T00:00:00","05:30","2025-02-22T00:00:00",11,3467,6606,0,18736
"2025-02-22T00:00:00","06:00","2025-02-22T00:00:00",12,3419,6606,0,18736
"2025-02-22T00:00:00","06:30","2025-02-22T00:00:00",13,3419,6606,0,18736
"2025-02-22T00:00:00","07:00","2025-02-22T00:00:00",14,3391,6606,0,18736
"2025-02-22T00:00:00","07:30","2025-02-22T00:00:00",15,3391,6606,143,18736
"2025-02-22T00:00:00","08:00","2025-02-22T00:00:00",16,3356,6606,456,18736
"2025-02-22T00:00:00","08:30","2025-02-22T00:00:00",17,3356,6606,977,18736
"2025-02-22T00:00:00","09:00","2025-02-22T00:00:00",18,3318,6606,1616,18736
"2025-02-22T00:00:00","09:30","2025-02-22T00:00:00",19,3318,6606,2263,18736
"2025-02-22T00:00:00","10:00","2025-02-22T00:00:00",20,3277,6606,2851,18736
"2025-02-22T00:00:00","10:30","2025-02-22T00:00:00",21,3277,6606,3331,18736
"2025-02-22T00:00:00","11:00","2025-02-22T00:00:00",22,3236,6606,3698,18736
"2025-02-22T00:00:00","11:30","2025-02-22T00:00:00",23,3236,6606,3964,18736
"2025-02-22T00:00:00","12:00","2025-02-22T00:00:00",24,3199,6606,4128,18736
"2025-02-22T00:00:00","12:30","2025-02-22T00:00:00",25,3199,6606,4186,18736
"2025-02-22T00:00:00","13:00","2025-02-22T00:00:00",26,3157,6606,4149,18736
"2025-02-22T00:00:00","13:30","2025-02-22T00:00:00",27,3157,6606,4012,18736
"2025-02-22T00:00:00","14:00","2025-02-22T00:00:00",28,3109,6606,3727,18736
"2025-02-22T00:00:00","14:30","2025-02-22T00:00:00",29,3109,6606,3262,18736
"2025-02-22T00:00:00","15:00","2025-02-22T00:00:00",30,3056,6606,2686,18736
"2025-02-22T00:00:00","15:30","2025-02-22T00:00:00",31,3056,6606,2073,18736
"2025-02-22T00:00:00","16:00","2025-02-22T00:00:00",32,3000,6606,1431,18736
"2025-02-22T00:00:00","16:30","2025-02-22T00:00:00",33,3000,6606,781,18736
"2025-02-22T00:00:00","17:00","2025-02-22T00:00:00",34,2945,6606,279,18736
"2025-02-22T00:00:00","17:30","2025-02-22T00:00:00",35,2945,6606,52,18736
"2025-02-22T00:00:00","18:00","2025-02-22T00:00:00",36,2892,6606,0,18736
"2025-02-22T00:00:00","18:30","2025-02-22T00:00:00",37,2892,6606,0,18736
"2025-02-22T00:00:00","19:00","2025-02-22T00:00:00",38,2883,6606,0,18736
"2025-02-22T00:00:00","19:30","2025-02-22T00:00:00",39,2883,6606,0,18736
"2025-02-22T00:00:00","20:00","2025-02-22T00:00:00",40,2876,6606,0,18736
"2025-02-22T00:00:00","20:30","2025-02-22T00:00:00",41,2876,6606,0,18736
"2025-02-22T00:00:00","21:00","2025-02-22T00:00:00",42,2867,6606,0,18736
"2025-02-22T00:00:00","21:30","2025-02-22T00:00:00",43,2867,6606,0,18736
"2025-02-22T00:00:00","22:00","2025-02-22T00:00:00",44,2857,6606,0,18736
"2025-02-22T00:00:00","22:30","2025-02-22T00:00:00",45,2857,6606,0,18736
"2025-02-22T00:00:00","23:00","2025-02-22T00:00:00",46,2847,6606,0,18736
"2025-02-22T00:00:00","23:30","2025-02-22T00:00:00",47,2847,6606,0,18736
"2025-02-23T00:00:00","00:00","2025-02-22T00:00:00",48,2836,6606,0,18736
"2025-02-23T00:00:00","00:30","2025-02-23T00:00:00",1,2836,6606,0,18738
"2025-02-23T00:00:00","01:00","2025-02-23T00:00:00",2,2845,6606,0,18738
"2025-02-23T00:00:00","01:30","2025-02-23T00:00:00",3,2845,6606,0,18738
"2025-02-23T00:00:00","02:00","2025-02-23T00:00:00",4,2854,6606,0,18738
"2025-02-23T00:00:00","02:30","2025-02-23T00:00:00",5,2854,6606,0,18738
"2025-02-23T00:00:00","03:00","2025-02-23T00:00:00",6,2863,6606,0,18738
"2025-02-23T00:00:00","03:30","2025-02-23T00:00:00",7,2863,6606,0,18738
"2025-02-23T00:00:00","04:00","2025-02-23T00:00:00",8,2869,6606,0,18738
"2025-02-23T00:00:00","04:30","2025-02-23T00:00:00",9,2869,6606,0,18738
"2025-02-23T00:00:00","05:00","2025-02-23T00:00:00",10,2872,6606,0,18738
"2025-02-23T00:00:00","05:30","2025-02-23T00:00:00",11,2872,6606,0,18738
"2025-02-23T00:00:00","06:00","2025-02-23T00:00:00",12,2873,6606,0,18738
"2025-02-23T00:00:00","06:30","2025-02-23T00:00:00",13,2873,6606,0,18738
"2025-02-23T00:00:00","07:00","2025-02-23T00:00:00",14,2932,6606,0,18738
"2025-02-23T00:00:00","07:30","2025-02-23T00:00:00",15,2932,6606,155,18738
"2025-02-23T00:00:00","08:00","2025-02-23T00:00:00",16,2989,6606,482,18738
"2025-02-23T00:00:00","08:30","2025-02-23T00:00:00",17,2989,6606,1008,18738
"2025-02-23T00:00:00","09:00","2025-02-23T00:00:00",18,3042,6606,1642,18738
"2025-02-23T00:00:00","09:30","2025-02-23T00:00:00",19,3042,6606,2274,18738
"2025-02-23T00:00:00","10:00","2025-02-23T00:00:00",20,3091,6606,2825,18738
"2025-02-23T00:00:00","10:30","2025-02-23T00:00:00",21,3091,6606,3243,18738
"2025-02-23T00:00:00","11:00","2025-02-23T00:00:00",22,3132,6606,3555,18738
"2025-02-23T00:00:00","11:30","2025-02-23T00:00:00",23,3132,6606,3802,18738
"2025-02-23T00:00:00","12:00","2025-02-23T00:00:00",24,3164,6606,3983,18738
"2025-02-23T00:00:00","12:30","2025-02-23T00:00:00",25,3164,6606,4081,18738
"2025-02-23T00:00:00","13:00","2025-02-23T00:00:00",26,3176,6606,4386,18738
"2025-02-23T00:00:00","13:30","2025-02-23T00:00:00",27,3176,6606,4380,18738
"2025-02-23T00:00:00","14:00","2025-02-23T00:00:00",28,3178,6606,4279,18738
"2025-02-23T00:00:00","14:30","2025-02-23T00:00:00",29,3178,6606,3975,18738
"2025-02-23T00:00:00","15:00","2025-02-23T00:00:00",30,3173,6606,3548,18738
"2025-02-23T00:00:00","15:30","2025-02-23T00:00:00",31,3173,6606,3025,18738
"2025-02-23T00:00:00","16:00","2025-02-23T00:00:00",32,3160,6606,2440,18738
"2025-02-23T00:00:00","16:30","2025-02-23T00:00:00",33,3160,6606,1805,18738
"2025-02-23T00:00:00","17:00","2025-02-23T00:00:00",34,3143,6606,1186,18738
"2025-02-23T00:00:00","17:30","2025-02-23T00:00:00",35,3143,6606,619,18738
"2025-02-23T00:00:00","18:00","2025-02-23T00:00:00",36,3122,6606,186,18738
"2025-02-23T00:00:00","18:30","2025-02-23T00:00:00",37,3122,6606,34,18738
"2025-02-23T00:00:00","19:00","2025-02-23T00:00:00",38,3147,6606,0,18738
"2025-02-23T00:00:00","19:30","2025-02-23T00:00:00",39,3147,6606,0,18738
"2025-02-23T00:00:00","20:00","2025-02-23T00:00:00",40,3170,6606,0,18738
"2025-02-23T00:00:00","20:30","2025-02-23T00:00:00",41,3170,6606,0,18738
"2025-02-23T00:00:00","21:00","2025-02-23T00:00:00",42,3191,6606,0,18738
"2025-02-23T00:00:00","21:30","2025-02-23T00:00:00",43,3191,6606,0,18738
"2025-02-23T00:00:00","22:00","2025-02-23T00:00:00",44,3206,6606,0,18738
"2025-02-23T00:00:00","22:30","2025-02-23T00:00:00",45,3206,6606,0,18738
"2025-02-23T00:00:00","23:00","2025-02-23T00:00:00",46,3214,6606,0,18738
"2025-02-23T00:00:00","23:30","2025-02-23T00:00:00",47,3214,6606,0,18738
"2025-02-24T00:00:00","00:00","2025-02-23T00:00:00",48,3215,6606,0,18738
"2025-02-24T00:00:00","00:30","2025-02-24T00:00:00",1,3215,6606,0,18740
"2025-02-24T00:00:00","01:00","2025-02-24T00:00:00",2,3239,6606,0,18740
"2025-02-24T00:00:00","01:30","2025-02-24T00:00:00",3,3239,6606,0,18740
"2025-02-24T00:00:00","02:00","2025-02-24T00:00:00",4,3259,6606,0,18740
"2025-02-24T00:00:00","02:30","2025-02-24T00:00:00",5,3259,6606,0,18740
"2025-02-24T00:00:00","03:00","2025-02-24T00:00:00",6,3272,6606,0,18740
"2025-02-24T00:00:00","03:30","2025-02-24T00:00:00",7,3272,6606,0,18740
"2025-02-24T00:00:00","04:00","2025-02-24T00:00:00",8,3279,6606,0,18740
"2025-02-24T00:00:00","04:30","2025-02-24T00:00:00",9,3279,6606,0,18740
"2025-02-24T00:00:00","05:00","2025-02-24T00:00:00",10,3276,6606,0,18740
"2025-02-24T00:00:00","05:30","2025-02-24T00:00:00",11,3276,6606,0,18740
"2025-02-24T00:00:00","06:00","2025-02-24T00:00:00",12,3265,6606,0,18740
"2025-02-24T00:00:00","06:30","2025-02-24T00:00:00",13,3265,6606,0,18740
"2025-02-24T00:00:00","07:00","2025-02-24T00:00:00",14,3304,6606,0,18740
"2025-02-24T00:00:00","07:30","2025-02-24T00:00:00",15,3304,6606,118,18740
"2025-02-24T00:00:00","08:00","2025-02-24T00:00:00",16,3341,6606,394,18740
"2025-02-24T00:00:00","08:30","2025-02-24T00:00:00",17,3341,6606,950,18740
"2025-02-24T00:00:00","09:00","2025-02-24T00:00:00",18,3372,6606,1648,18740
"2025-02-24T00:00:00","09:30","2025-02-24T00:00:00",19,3372,6606,2378,18740
"2025-02-24T00:00:00","10:00","2025-02-24T00:00:00",20,3399,6606,3132,18740
"2025-02-24T00:00:00","10:30","2025-02-24T00:00:00",21,3399,6606,3885,18740
"2025-02-24T00:00:00","11:00","2025-02-24T00:00:00",22,3418,6606,4583,18740
"2025-02-24T00:00:00","11:30","2025-02-24T00:00:00",23,3418,6606,5151,18740
"2025-02-24T00:00:00","12:00","2025-02-24T00:00:00",24,3430,6606,5600,18740
"2025-02-24T00:00:00","12:30","2025-02-24T00:00:00",25,3430,6606,5904,18740
"2025-02-24T00:00:00","13:00","2025-02-24T00:00:00",26,3435,6606,6061,18740
"2025-02-24T00:00:00","13:30","2025-02-24T00:00:00",27,3435,6606,6073,18740
"2025-02-24T00:00:00","14:00","2025-02-24T00:00:00",28,3430,6606,5927,18740
"2025-02-24T00:00:00","14:30","2025-02-24T00:00:00",29,3430,6606,5640,18740
"2025-02-24T00:00:00","15:00","2025-02-24T00:00:00",30,3416,6606,5179,18740
"2025-02-24T00:00:00","15:30","2025-02-24T00:00:00",31,3416,6606,4504,18740
"2025-02-24T00:00:00","16:00","2025-02-24T00:00:00",32,3395,6606,3700,18740
"2025-02-24T00:00:00","16:30","2025-02-24T00:00:00",33,3395,6606,2828,18740
"2025-02-24T00:00:00","17:00","2025-02-24T00:00:00",34,3367,6606,1951,18740
"2025-02-24T00:00:00","17:30","2025-02-24T00:00:00",35,3367,6606,1108,18740
"2025-02-24T00:00:00","18:00","2025-02-24T00:00:00",36,3336,6606,427,18740
"2025-02-24T00:00:00","18:30","2025-02-24T00:00:00",37,3336,6606,118,18740
"2025-02-24T00:00:00","19:00","2025-02-24T00:00:00",38,3344,6606,0,18740
"2025-02-24T00:00:00","19:30","2025-02-24T00:00:00",39,3344,6606,0,18740
"2025-02-24T00:00:00","20:00","2025-02-24T00:00:00",40,3349,6606,0,18740
"2025-02-24T00:00:00","20:30","2025-02-24T00:00:00",41,3349,6606,0,18740
"2025-02-24T00:00:00","21:00","2025-02-24T00:00:00",42,3350,6606,0,18740
"2025-02-24T00:00:00","21:30","2025-02-24T00:00:00",43,3350,6606,0,18740
"2025-02-24T00:00:00","22:00","2025-02-24T00:00:00",44,3347,6606,0,18740
"2025-02-24T00:00:00","22:30","2025-02-24T00:00:00",45,3347,6606,0,18740
"2025-02-24T00:00:00","23:00","2025-02-24T00:00:00",46,3343,6606,0,18740
"2025-02-24T00:00:00","23:30","2025-02-24T00:00:00",47,3343,6606,0,18740
"2025-02-25T00:00:00","00:00","2025-02-24T00:00:00",48,3339,6606,0,18740
"2025-02-25T00:00:00","00:30","2025-02-25T00:00:00",1,3339,6606,0,18741
"2025-02-25T00:00:00","01:00","2025-02-25T00:00:00",2,3316,6606,0,18741
"2025-02-25T00:00:00","01:30","2025-02-25T00:00:00",3,3316,6606,0,18741
"2025-02-25T00:00:00","02:00","2025-02-25T00:00:00",4,3287,6606,0,18741
"2025-02-25T00:00:00","02:30","2025-02-25T00:00:00",5,3287,6606,0,18741
"2025-02-25T00:00:00","03:00","2025-02-25T00:00:00",6,3251,6606,0,18741
"2025-02-25T00:00:00","03:30","2025-02-25T00:00:00",7,3251,6606,0,18741
"2025-02-25T00:00:00","04:00","2025-02-25T00:00:00",8,3209,6606,0,18741
"2025-02-25T00:00:00","04:30","2025-02-25T00:00:00",9,3209,6606,0,18741
"2025-02-25T00:00:00","05:00","2025-02-25T00:00:00",10,3162,6606,0,18741
"2025-02-25T00:00:00","05:30","2025-02-25T00:00:00",11,3162,6606,0,18741
"2025-02-25T00:00:00","06:00","2025-02-25T00:00:00",12,3113,6606,0,18741
"2025-02-25T00:00:00","06:30","2025-02-25T00:00:00",13,3113,6606,0,18741
"2025-02-25T00:00:00","07:00","2025-02-25T00:00:00",14,3089,6606,0,18741
"2025-02-25T00:00:00","07:30","2025-02-25T00:00:00",15,3089,6606,118,18741
"2025-02-25T00:00:00","08:00","2025-02-25T00:00:00",16,3062,6606,394,18741
"2025-02-25T00:00:00","08:30","2025-02-25T00:00:00",17,3062,6606,950,18741
"2025-02-25T00:00:00","09:00","2025-02-25T00:00:00",18,3034,6606,1648,18741
"2025-02-25T00:00:00","09:30","2025-02-25T00:00:00",19,3034,6606,2378,18741
"2025-02-25T00:00:00","10:00","2025-02-25T00:00:00",20,3006,6606,3132,18741
"2025-02-25T00:00:00","10:30","2025-02-25T00:00:00",21,3006,6606,3885,18741
"2025-02-25T00:00:00","11:00","2025-02-25T00:00:00",22,2978,6606,4583,18741
"2025-02-25T00:00:00","11:30","2025-02-25T00:00:00",23,2978,6606,5151,18741
"2025-02-25T00:00:00","12:00","2025-02-25T00:00:00",24,2951,6606,5600,18741
"2025-02-25T00:00:00","12:30","2025-02-25T00:00:00",25,2951,6606,5904,18741
"2025-02-25T00:00:00","13:00","2025-02-25T00:00:00",26,2882,6606,6061,18741
"2025-02-25T00:00:00","13:30","2025-02-25T00:00:00",27,2882,6606,6073,18741
"2025-02-25T00:00:00","14:00","2025-02-25T00:00:00",28,2810,6606,5927,18741
"2025-02-25T00:00:00","14:30","2025-02-25T00:00:00",29,2810,6606,5640,18741
"2025-02-25T00:00:00","15:00","2025-02-25T00:00:00",30,2736,6606,5179,18741
"2025-02-25T00:00:00","15:30","2025-02-25T00:00:00",31,2736,6606,4504,18741
"2025-02-25T00:00:00","16:00","2025-02-25T00:00:00",32,2662,6606,3700,18741
"2025-02-25T00:00:00","16:30","2025-02-25T00:00:00",33,2662,6606,2828,18741
"2025-02-25T00:00:00","17:00","2025-02-25T00:00:00",34,2589,6606,1951,18741
"2025-02-25T00:00:00","17:30","2025-02-25T00:00:00",35,2589,6606,1108,18741
"2025-02-25T00:00:00","18:00","2025-02-25T00:00:00",36,2519,6606,427,18741
"2025-02-25T00:00:00","18:30","2025-02-25T00:00:00",37,2519,6606,118,18741
"2025-02-25T00:00:00","19:00","2025-02-25T00:00:00",38,2493,6606,0,18741
"2025-02-25T00:00:00","19:30","2025-02-25T00:00:00",39,2493,6606,0,18741
"2025-02-25T00:00:00","20:00","2025-02-25T00:00:00",40,2469,6606,0,18741
"2025-02-25T00:00:00","20:30","2025-02-25T00:00:00",41,2469,6606,0,18741
"2025-02-25T00:00:00","21:00","2025-02-25T00:00:00",42,2445,6606,0,18741
"2025-02-25T00:00:00","21:30","2025-02-25T00:00:00",43,2445,6606,0,18741
"2025-02-25T00:00:00","22:00","2025-02-25T00:00:00",44,2424,6606,0,18741
"2025-02-25T00:00:00","22:30","2025-02-25T00:00:00",45,2424,6606,0,18741
"2025-02-25T00:00:00","23:00","2025-02-25T00:00:00",46,2405,6606,0,18741
"2025-02-25T00:00:00","23:30","2025-02-25T00:00:00",47,2405,6606,0,18741
"2025-02-26T00:00:00","00:00","2025-02-25T00:00:00",48,2388,6606,0,18741
